id,verifiable,label,claim,evidence
74929,VERIFIABLE,REFUTES,"Barack Obama was the 44th President of the United States, serving from 2009-2016.","['Barack Hussein Obama II -LRB- -LSB- bəˈrɑːk_huːˈseɪn_oʊˈbɑːmə -RSB- ; born August 4 , 1961 -RRB- is an American politician who served as the 44th President of the United States from 2009 to 2017 .', 'Barack Hussein Obama II -LRB- -LSB- bəˈrɑːk_huːˈseɪn_oʊˈbɑːmə -RSB- ; born August 4 , 1961 -RRB- is an American politician who served as the 44th President of the United States from 2009 to 2017 .', 'Obama left office in January 2017 with a 60 % approval rating .']"
97683,VERIFIABLE,SUPPORTS,"The Fifth Element was a financial success, bringing in more than $263 million.","['The film was a financial success , earning more than $ 263 million at the box office on a $ 90 million budget .']"
33201,VERIFIABLE,SUPPORTS,Helen Gardner published a second edition of Art Through the Ages in 1936.,"['In 1936 , she published a second edition of Art Through the Ages , with its content expanded .']"
160485,VERIFIABLE,SUPPORTS,Precious premiered at a film festival in 2009.,"['The film , then without a distributor , premiered to acclaim at both the 2009 Sundance Film Festival and the 2009 Cannes Film Festival , under its original title of Push : Based on the Novel by Sapphire .']"
77493,VERIFIABLE,REFUTES,Don Henley has failed to release compilation albums.,"['He has released five studio albums , two compilation albums , and one live DVD .']"
59682,VERIFIABLE,SUPPORTS,All the Pretty Horses is a western movie.,"[""All the Pretty Horses is a 2000 American romance western film produced and directed by Billy Bob Thornton , and based on Cormac McCarthy 's novel of the same name .""]"
176095,VERIFIABLE,SUPPORTS,Caryn Mandabach was the producer of US hits.,"[""Caryn Mandabach produced ground-breaking US hits including The Cosby Show , Roseanne , A Different World -LRB- 1990 -- 1993 -RRB- , Grace Under Fire -LRB- 1993 -- 1998 -RRB- , Cybill -LRB- 1995 -- 1998 -RRB- , 3rd Rock from the Sun -LRB- 1997 -- 2001 -RRB- , That '80s Show -LRB- 2002 -RRB- , That '70s Show -LRB- 1998 -- 2004 -RRB- , and Grounded for Life -LRB- 2001 -- 2005 -RRB- .""]"
36228,VERIFIABLE,SUPPORTS,Ethan Hawke co-starred with Julie Delphy.,"[""In 1995 , Hawke first appeared in Richard Linklater 's romance trilogy , co-starring opposite Julie Delpy in Before Sunrise , and later in its sequels Before Sunset -LRB- 2004 -RRB- and Before Midnight -LRB- 2013 -RRB- , all of which met with critical acclaim ."", 'Hawke has been twice nominated for both the Academy Award for Best Adapted Screenplay and the Academy Award for Best Supporting Actor ; his writing contributions to Before Sunset and Before Midnight were recognized , as were his performances in Training Day -LRB- 2001 -RRB- and Boyhood -LRB- 2014 -RRB- .', 'The film picks up the story in Before Sunrise of the young American man -LRB- Hawke -RRB- and French woman -LRB- Delpy -RRB- who spent a passionate night together in Vienna .']"
72882,VERIFIABLE,REFUTES,As the World Turns is set in 1940.,"['Set in the fictional town of Oakdale , Illinois , the show debuted on April 2 , 1956 , at 1:30 pm EST. .']"
10288,VERIFIABLE,SUPPORTS,Nelson Mandela was a socialist.,"['Ideologically an African nationalist and socialist , he served as President of the African National Congress -LRB- ANC -RRB- party from 1991 to 1997 .']"
202611,NOT VERIFIABLE,NOT ENOUGH INFO,Music Bank (TV series) has been hosted by a South Korean actor born in Prague.,[]
121092,NOT VERIFIABLE,NOT ENOUGH INFO,Daz Dillinger is a freestyle rapper.,[]
211602,NOT VERIFIABLE,NOT ENOUGH INFO,Gabourey Sidibe is an French actress.,[]
151600,NOT VERIFIABLE,NOT ENOUGH INFO,Akira Toriyama is a highly influential writer.,[]
114437,VERIFIABLE,SUPPORTS,India is a nation.,"[""A nationalist movement emerged in the late 19th century , which later , under Mahatma Gandhi , was noted for nonviolent resistance and led to India 's independence in 1947 ."", 'A nuclear weapons state and regional power , it has the third largest standing army in the world and ranks fifth in military expenditure among nations .', ""India , officially the Republic of India -LRB- Bhārat Gaṇarājya '' -RRB- , is a country in South Asia .""]"
129671,VERIFIABLE,SUPPORTS,Carbon is an element.,"[""Carbon -LRB- from carbo `` coal '' -RRB- is a chemical element with symbol C and atomic number 6 ."", 'Carbon is one of the few elements known since antiquity .', ""Carbon is the 15th most abundant element in the Earth 's crust , and the fourth most abundant element in the universe by mass after hydrogen , helium , and oxygen ."", ""Carbon 's abundance , its unique diversity of organic compounds , and its unusual ability to form polymers at the temperatures commonly encountered on Earth enables this element to serve as a common element of all known life ."", 'It is the second most abundant element in the human body by mass -LRB- about 18.5 % -RRB- after oxygen .', 'Carbon forms a vast number of compounds , more than any other element , with almost ten million compounds described to date , and yet that number is but a fraction of the number of theoretically possible compounds under standard conditions .', ""For this reason , carbon has often been referred to as the `` king of the elements '' .""]"
29739,NOT VERIFIABLE,NOT ENOUGH INFO,Ben Stiller was in space.,[]
55915,VERIFIABLE,SUPPORTS,Billie Jean King played tennis.,"['Billie Jean King -LRB- née Moffitt ; born November 22 , 1943 -RRB- is an American former World No. 1 professional tennis player .', ""King won 39 Grand Slam titles : 12 in singles , 16 in women 's doubles , and 11 in mixed doubles ."", 'King won the singles title at the inaugural WTA Tour Championships .', 'King often represented the United States in the Federation Cup and the Wightman Cup .', ""In 1973 , at age 29 , she won the Battle of the Sexes tennis match against the 55-year-old Bobby Riggs , and was the founder of the Women 's Tennis Association , World TeamTennis -LRB- with former husband Larry King -RRB- , and the Women 's Sports Foundation ."", 'Regarded by many in the sport as one of the greatest tennis players of all time , King was inducted into the International Tennis Hall of Fame in 1987 .', ""King was inducted into the National Women 's Hall of Fame in 1990 , and in 2006 , the USTA National Tennis Center in New York City was renamed the USTA Billie Jean King National Tennis Center .""]"
65710,VERIFIABLE,SUPPORTS,Divergent has come out on DVD and Blu-ray.,"['It was released on DVD and Blu-ray on August 5 , 2014 .']"
70185,VERIFIABLE,SUPPORTS,"Bruce Springsteen has family members with the names Evan James, Jessica Rae, and Sam Ryan.","['He married Patti Scialfa in 1991 , and the couple have had three children -- Evan James , Jessica Rae and Sam Ryan .']"
208790,VERIFIABLE,SUPPORTS,Tim Rice wrote something.,"['He is best known for his collaborations with Andrew Lloyd Webber , with whom he wrote Joseph and the Amazing Technicolor Dreamcoat , Jesus Christ Superstar , and Evita ; with Björn Ulvaeus and Benny Andersson of ABBA , with whom he wrote Chess ; for additional songs for the 2011 West End revival of The Wizard of Oz ; and for his work for Walt Disney Studios with Alan Menken -LRB- Aladdin , Beauty and the Beast , King David -RRB- , Elton John -LRB- The Lion King , Aida , The Road to El Dorado -RRB- and Ennio Morricone .']"
68498,VERIFIABLE,REFUTES,As the World Turns is set in San Francisco.,"['Set in the fictional town of Oakdale , Illinois , the show debuted on April 2 , 1956 , at 1:30 pm EST. .']"
134365,VERIFIABLE,REFUTES,Red Hot Chili Peppers formed in 1923.,"['Red Hot Chili Peppers , also sometimes shortened to The Chili Peppers or abbreviated as RHCP , are an American alternative rock/funk rock band formed in Los Angeles in 1983 .', 'Red Hot Chili Peppers , also sometimes shortened to The Chili Peppers or abbreviated as RHCP , are an American alternative rock/funk rock band formed in Los Angeles in 1983 .']"
164790,VERIFIABLE,REFUTES,Tiger Woods is a British professional golfer.,"[""Eldrick Tont `` Tiger '' Woods -LRB- born December 30 , 1975 -RRB- is an American professional golfer who is among the most successful golfers of all time .""]"
48360,VERIFIABLE,REFUTES,Anne Frank was American.,"[""Annelies Marie `` Anne '' Frank -LRB- -LSB- ʔanəliːs maˈʁiː ˈʔanə ˈfʁaŋk -RSB- ; -LSB- ʔɑnəˈlis maˈri ˈʔɑnə ˈfrɑŋk -RSB- ; 12 June 1929 -- February or March 1945 -RRB- was a German-born diarist .""]"
202142,VERIFIABLE,SUPPORTS,Robin Thicke has worked with Kid Cudi.,"['Thicke has worked with several artists , such as Christina Aguilera , Nicki Minaj , K. Michelle , Pharrell Williams , Usher , Jennifer Hudson , Flo Rida , Brandy , Kid Cudi and Mary J. Blige , among others .']"
142583,VERIFIABLE,REFUTES,Slash refused to ever come back to Guns N' Roses.,"[""He returned to Guns N ' Roses in 2016 , nearly 20 years after he had left .""]"
85332,VERIFIABLE,SUPPORTS,Pembroke Castle can be accessed by the public.,"['The castle , which is open to the public , is the largest privately owned castle in Wales .']"
182294,NOT VERIFIABLE,NOT ENOUGH INFO,Yellow Flicker Beat has been performed at Madison Square Garden.,[]
205212,VERIFIABLE,REFUTES,Audrey Horne was introduced in Twin Peaks: The Return.,"['She was introduced in the pilot .', 'The pilot episode , also known as Northwest Passage , of the mystery television series Twin Peaks premiered on the ABC Network on Sunday , April 8 , 1990 .', 'Twin Peaks , also known as Twin Peaks : The Return , is an American serial drama television series created by Mark Frost and David Lynch and a continuation of the 1990 -- 91 ABC series of the same name .', 'The limited series event will consist of 18 episodes and premiered on Showtime on May 21 , 2017 .']"
20089,VERIFIABLE,SUPPORTS,Kurt Angle has competed in professional wrestling matches like King of the Mountain.,['Angle is also a two-time King of the Mountain .']
57935,NOT VERIFIABLE,NOT ENOUGH INFO,Shakira is a record and film producer.,[]
18677,NOT VERIFIABLE,NOT ENOUGH INFO,Edward Norton's staunchest critic is James Rouse.,[]
62762,VERIFIABLE,REFUTES,"Leukemia did not develop in 352,000 people in 2012.","['In 2012 it newly developed in 352,000 people .']"
123761,VERIFIABLE,SUPPORTS,Catherine Zeta-Jones starred in a movie.,"[""She starred in high-profile films for much of the decade , including the black comedy Intolerable Cruelty -LRB- 2003 -RRB- , the heist film Ocean 's Twelve -LRB- 2004 -RRB- , the comedy The Terminal -LRB- 2004 -RRB- , and the romantic comedy No Reservations -LRB- 2007 -RRB- ."", 'Zeta-Jones continued to work intermittently in the 2010s , starring in the psychological thriller Side Effects -LRB- 2013 -RRB- and the action film Red 2 -LRB- 2013 -RRB- .']"
182425,VERIFIABLE,REFUTES,Gareth Neame has only ever been a model.,"['Gareth Elwin Neame OBE -LRB- born 8 March 1967 -RRB- is a British Emmy and Golden Globe award winning television producer and executive .', 'As an executive at the BBC , Neame was responsible for bringing a new wave of popular dramas to the screen including Spooks -LRB- MI5 -RRB- , State of Play , Hustle and New Tricks .']"
203401,VERIFIABLE,SUPPORTS,Red is a film that was released in 2010.,"['Red is a 2010 American action comedy film inspired by the limited comic book series of the same name created by Warren Ellis and Cully Hamner and published by the DC Comics imprint Homage .', 'The film was released on October 15 , 2010 .']"
209760,VERIFIABLE,SUPPORTS,Mountains of the Moon (film) stars an Irish actor born in the 1950s.,"['The film stars Patrick Bergin as Burton and Iain Glen as Speke .', 'Patrick Connolly Bergin -LRB- born 4 February 1951 -RRB- is an Irish actor .']"
17239,VERIFIABLE,SUPPORTS,Kurt Angle won the TNA World Heavyweight Championship.,"['After leaving WWE in 2006 , Angle joined Total Nonstop Action Wrestling -LRB- TNA , now Impact Wrestling -RRB- where he became a record six-time TNA World Heavyweight Champion -LRB- and the inaugural titleholder -RRB- , a two-time TNA World Tag Team Champion , and a one-time TNA X Division Champion .', 'He is the second Triple Crown winner in TNA history and the only one to hold all the required titles at once .', ""He is the only professional wrestler in history to have won the WWE Championship , WWE 's World Heavyweight Championship , the WCW Championship , the TNA World Heavyweight Championship , and the IWGP Heavyweight Championship .""]"
219740,VERIFIABLE,REFUTES,Sylvester Stallone's third name is Jason.,"['Michael Sylvester Gardenzio Stallone -LRB- -LSB- stəˈloʊn -RSB- -LSB- stalˈloːne -RSB- ; born July 6 , 1946 -RRB- is an American actor , filmmaker , and screenwriter .']"
226888,VERIFIABLE,SUPPORTS,Frank Ocean was born Christopher Edwin Breaux.,"[""Christopher Francis `` Frank '' Ocean -LRB- born Christopher Edwin Breaux ; October 28 , 1987 -RRB- , is an American singer , songwriter , and rapper .""]"
188801,NOT VERIFIABLE,NOT ENOUGH INFO,The Nashville Songwriters Association International provides judicial advocacy.,[]
68741,NOT VERIFIABLE,NOT ENOUGH INFO,Ryan O'Neal is a member of the Order of the Golden Dawn.,[]
196246,VERIFIABLE,SUPPORTS,The Prince of Egypt is an musical film.,['The Prince of Egypt is a 1998 American animated epic musical drama film and the first traditional animated film produced and released by DreamWorks .']
32068,VERIFIABLE,REFUTES,Criminal Minds is set outside Virginia.,"[""Criminal Minds is set primarily at the FBI 's Behavioral Analysis Unit -LRB- BAU -RRB- based in Quantico , Virginia .""]"
34939,VERIFIABLE,REFUTES,AK-47 is not a firearm.,"[""It is the originating firearm of the Kalashnikov rifle -LRB- or `` AK '' -RRB- family ."", ""As of 2004 , `` Of the estimated 500 million firearms worldwide , approximately 100 million belong to the Kalashnikov family , three-quarters of which are AK-47s '' ."", ""The AK-47 -LRB- -LSB- Автомат Калашникова , translit = Avtomat Kalashnikova , lit = Kalashnikov 's Automatic Rifle -RSB- -RRB- is a selective-fire -LRB- semi-automatic and automatic -RRB- , gas-operated 7.62 × 39 mm assault rifle , developed in the Soviet Union by Mikhail Kalashnikov .""]"
225995,VERIFIABLE,SUPPORTS,Tetris is the best selling paid-downloaded game of all time.,"['In January 2010 , it was announced that the Tetris franchise had sold more than 170 million copies , approximately 70 million physical copies and over 100 million copies for cell phones , making it the best selling paid-downloaded game of all time .']"
117850,VERIFIABLE,REFUTES,Dirty Diana is by an Armenian.,"[""`` Dirty Diana '' is a song by American artist Michael Jackson ."", ""`` Dirty Diana '' is a song by American artist Michael Jackson ."", ""It is the ninth track on Jackson 's seventh studio album , Bad ."", 'Bad is the seventh studio album by American singer and songwriter Michael Jackson , released on August 31 , 1987 in the United States by Epic Records and internationally by CBS Records .']"
44986,VERIFIABLE,REFUTES,Klute is an American television show.,"['Klute is a 1971 American neo-noir crime-thriller film directed and produced by Alan J. Pakula , written by Andy and Dave Lewis , and starring Jane Fonda , Donald Sutherland , Charles Cioffi , and Roy Scheider .', 'Thriller film , also known as suspense film or suspense thriller , is a film genre that falls under the general thriller genre .']"
180862,VERIFIABLE,SUPPORTS,There is a film name 42 (film).,"['42 is a 2013 American biographical sports film written and directed by Brian Helgeland about the racial integration of American professional baseball by player Jackie Robinson , who wore jersey number 42 through his Major League career .']"
187481,VERIFIABLE,SUPPORTS,Denzel Washington directed a movie which was released in 2016 on December 16.,"[""Washington 's third directorial effort , Fences , starring himself and Viola Davis , was released on December 16 , 2016 .""]"
183085,NOT VERIFIABLE,NOT ENOUGH INFO,Taylor Sheridan received a SAG nomination for Best Actor.,[]
123920,NOT VERIFIABLE,NOT ENOUGH INFO,Azerbaijan has a high rate of cultural development.,[]
65137,VERIFIABLE,REFUTES,Andy Kaufman was a comedian and performance artist.,"[""While often referred to as a comedian , Kaufman described himself instead as a `` song and dance man . ''""]"
151569,NOT VERIFIABLE,NOT ENOUGH INFO,Damages (TV series) is on Netflix.,[]
4232,VERIFIABLE,SUPPORTS,Delhi is in India.,"['Delhi -LRB- -LSB- ˈdɛli -RSB- , -LSB- d̪ɪlliː -RSB- Dilli -RRB- , officially the National Capital Territory of Delhi or NCT , is a city and a union territory of India .', 'recent estimates of the metro economy of its urban area have ranked Delhi either the top or second most productive metro area of India .', 'Delhi is the second wealthiest city after Mumbai in India , with a total wealth of $ 450 billion and home to 18 billionaires and 23,000 millionaires .', 'New Delhi is jointly administered by the federal government of India and the local government of Delhi , and is the capital of the NCT of Delhi .']"
90486,VERIFIABLE,SUPPORTS,The Supernatural pilot was written by the series creator.,"['It premiered on The WB on September 13 , 2005 , and was written by series creator Eric Kripke and directed by David Nutter .', 'It premiered on The WB on September 13 , 2005 , and was written by series creator Eric Kripke and directed by David Nutter .', 'It premiered on The WB on September 13 , 2005 , and was written by series creator Eric Kripke and directed by David Nutter .', 'It premiered on The WB on September 13 , 2005 , and was written by series creator Eric Kripke and directed by David Nutter .', 'It premiered on The WB on September 13 , 2005 , and was written by series creator Eric Kripke and directed by David Nutter .']"
132911,VERIFIABLE,REFUTES,Daft Punk's debut album was called Schoolwork.,"['The duo released their debut studio album Homework through Virgin Records in 1997 to highly positive reviews .', 'The duo released their debut studio album Homework through Virgin Records in 1997 to highly positive reviews .']"
69092,NOT VERIFIABLE,NOT ENOUGH INFO,"Modern Family was suspended on September 23rd, 2009.",[]
64362,VERIFIABLE,SUPPORTS,The Illusionist was directed by American Neil Burger.,"['The Illusionist is a 2006 American romantic mystery film written and directed by Neil Burger and starring Edward Norton , Paul Giamatti , and Jessica Biel .', 'The Illusionist is a 2006 American romantic mystery film written and directed by Neil Burger and starring Edward Norton , Paul Giamatti , and Jessica Biel .', 'Neil Burger -LRB- born Neil Norman Burger -RRB- is an American film and television director , writer and producer known for the fake-documentary Interview with the Assassin -LRB- 2002 -RRB- , the period drama The Illusionist -LRB- 2006 -RRB- , Limitless -LRB- 2011 -RRB- , and the sci-fi action film Divergent -LRB- 2014 -RRB- , based on the dystopian novel of the same name by Veronica Roth .', 'The Illusionist is a 2006 American romantic mystery film written and directed by Neil Burger and starring Edward Norton , Paul Giamatti , and Jessica Biel .', 'Neil Burger -LRB- born Neil Norman Burger -RRB- is an American film and television director , writer and producer known for the fake-documentary Interview with the Assassin -LRB- 2002 -RRB- , the period drama The Illusionist -LRB- 2006 -RRB- , Limitless -LRB- 2011 -RRB- , and the sci-fi action film Divergent -LRB- 2014 -RRB- , based on the dystopian novel of the same name by Veronica Roth .']"
176489,NOT VERIFIABLE,NOT ENOUGH INFO,Sunrise created an anime directed by Akira Kurosawa.,[]
107415,VERIFIABLE,SUPPORTS,Microsoft HQ shares a region with Seattle.,"['The Seattle area developed as a technology center beginning in the 1980s , with companies like Microsoft becoming established in the region .', 'The Seattle area developed as a technology center beginning in the 1980s , with companies like Microsoft becoming established in the region .', 'Microsoft Corporation -LRB- -LSB- ˈmaɪkrəˌsɒft , _ - roʊ - , _ - ˌsɔːft -RSB- , abbreviated as MS -RRB- is an American multinational technology company headquartered in Redmond , Washington , that develops , manufactures , licenses , supports and sells computer software , consumer electronics and personal computers and services .', 'Redmond is a city in King County , Washington , United States , located 16 mi east of Seattle , within the Seattle metropolitan area .', 'The Seattle area developed as a technology center beginning in the 1980s , with companies like Microsoft becoming established in the region .', 'The Seattle area developed as a technology center beginning in the 1980s , with companies like Microsoft becoming established in the region .']"
110346,VERIFIABLE,SUPPORTS,Macaulay Culkin acted in the 1990 comedy film Home Alone.,"['He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .', 'Home Alone is a 1990 American Christmas comedy film written and produced by John Hughes and directed by Chris Columbus .', 'He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .', 'Home Alone is a 1990 American Christmas comedy film written and produced by John Hughes and directed by Chris Columbus .', 'He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .', 'He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .', 'He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .', 'He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .', 'He became famous as a child actor for his role as Kevin McCallister in the family comedy Home Alone -LRB- 1990 -RRB- and its sequel Home Alone 2 : Lost in New York -LRB- 1992 -RRB- .']"
192356,VERIFIABLE,SUPPORTS,Courtney Love released a solo album.,"[""Love continued to work as an actress into the early 2000s , appearing in big-budget pictures such as Man on the Moon -LRB- 1999 -RRB- and Trapped -LRB- 2002 -RRB- , before releasing her first solo album , America 's Sweetheart , in 2004 ."", ""The next few years were marked by publicity surrounding Love 's legal troubles and drug addiction , which resulted in a mandatory lockdown rehabilitation sentence in 2005 while she was in the process of writing a second planned solo album .""]"
209804,VERIFIABLE,SUPPORTS,Gene Hackman worked with Ray Romano in 2004.,"[""Hackman 's final film appearance to date was the romantic comedy Welcome to Mooseport in 2004 , co-starring comedian Ray Romano .""]"
161462,VERIFIABLE,SUPPORTS,Empress Ki has a character.,['Empress Ki is a television series starring Ha Ji-won as the titular Empress Gi .']
15260,VERIFIABLE,SUPPORTS,Elton John was inducted into the Songwriters Hall of Fame.,"['He was inducted into the Rock and Roll Hall of Fame in 1994 , is an inductee into the Songwriters Hall of Fame , and is a fellow of the British Academy of Songwriters , Composers and Authors .']"
160874,VERIFIABLE,REFUTES,Victor Hugo was a tea pot.,"['Victor Marie Hugo -LRB- -LSB- viktɔʁ maʁi yɡo -RSB- ; 26 February 1802 -- 22 May 1885 -RRB- was a French poet , novelist , and dramatist of the Romantic movement .', 'He is considered one of the greatest and best-known French writers .', 'He produced more than 4,000 drawings and also campaigned for social causes such as the abolition of capital punishment .', ""Though a committed royalist when he was young , Hugo 's views changed as the decades passed , and he became a passionate supporter of republicanism ; his work touches upon most of the political and social issues and the artistic trends of his time .""]"
30582,VERIFIABLE,SUPPORTS,Gwen Stefani is an actress.,"['Gwen Renée Stefani -LRB- -LSB- gwɛn_ˈstəˈfɑːni -RSB- born October 3 , 1969 -RRB- is an American singer , songwriter , fashion designer , actress , and television personality .']"
139891,NOT VERIFIABLE,NOT ENOUGH INFO,Josh Duhamel is in Harry Potter.,[]
191909,VERIFIABLE,SUPPORTS,The Hangover Part III includes Jeffrey Tambor.,"['The supporting cast includes Jeffrey Tambor , Heather Graham , Mike Epps , Melissa McCarthy and John Goodman with Todd Phillips directing a screenplay written by himself and Craig Mazin .']"
199507,VERIFIABLE,SUPPORTS,Robbie Collin studied at a Scottish university.,"[""Collin studied aesthetics and the philosophy of film at the University of St Andrews , Scotland , He edited the university 's student newspaper , The Saint ."", 'The University of St Andrews -LRB- informally known as St Andrews University or simply St Andrews ; abbreviated as St And , from the Latin Sancti Andreae , in post-nominals -RRB- is a British public research university in St Andrews , Fife , Scotland .', 'It is the oldest of the four ancient universities of Scotland and the third oldest university in the English-speaking world -LRB- following Oxford and Cambridge -RRB- .']"
206064,VERIFIABLE,REFUTES,Burnaby was incorporated in 1895.,"['It was incorporated in 1892 and achieved City status in 1992 , one hundred years after incorporation .']"
3924,VERIFIABLE,SUPPORTS,Krysten Ritter is an actress.,"['Krysten Alyce Ritter -LRB- born December 16 , 1981 -RRB- is an American actress and former model .', ""Ritter is known for her roles as Jessica Jones on the Netflix series of the same name , Jane Margolis on the AMC drama series Breaking Bad , and Chloe on the ABC comedy series Do n't Trust the B -- in Apartment 23 ."", ""She has also appeared in roles in the television series Gilmore Girls , Gossip Girl , Gravity , 'Til Death , Veronica Mars , and The Blacklist .""]"
52612,NOT VERIFIABLE,NOT ENOUGH INFO,"In the 90s, Snoop Dogg was called Snoop Doggy Dogg.",[]
218641,VERIFIABLE,REFUTES,The Playboy Club's cast includes Polish actress Jenifer Lewis.,"['The Playboy Club stars Eddie Cibrian , Laura Benanti , Amber Heard , Jenna Dewan Tatum , Naturi Naughton , Leah Renee , Wes Ramsey , Jenifer Lewis , and David Krumholtz .', 'Jenifer Jeanette Lewis -LRB- born January 25 , 1957 -RRB- is an American actress and comedian .']"
221660,NOT VERIFIABLE,NOT ENOUGH INFO,Helen Hunt made sets for various independent films in 2007.,[]
196034,VERIFIABLE,REFUTES,Carrie Fisher refused to work as a script doctor.,"[""She worked on other writers ' screenplays as a script doctor .""]"
8703,VERIFIABLE,SUPPORTS,"In 2015, Amazon became a more valuable retailer than Walmart.","['In 2015 , Amazon surpassed Walmart as the most valuable retailer in the United States by market capitalization , .']"
208942,NOT VERIFIABLE,NOT ENOUGH INFO,Funny or Die awarded @midnight.,[]
221960,VERIFIABLE,REFUTES,Rabat is not a city.,"['Rabat -LRB- الرِّبَاط , ; Eṛṛbaṭ , ⴻⵕⵕⴱⴰⵟ -RRB- is the capital city of Morocco and its second largest city with an urban population of approximately 580,000 -LRB- 2014 -RRB- and a metropolitan population of over 1.2 million .']"
151092,VERIFIABLE,SUPPORTS,Shakira is a vocalist.,"['Shakira Isabel Mebarak Ripoll -LRB- -LSB- -LRB- t -RRB- ʃaˈkiɾa isaˈβel meβaˈɾak riˈpol -RSB- ; -LSB- langʃəˈki : rə -RSB- born 2 February 1977 -RRB- is a Colombian singer , songwriter , dancer , and record producer .', ""Shakira 's first studio albums , Magia and Peligro , failed to attain commercial success in the 1990s ; however , she rose to prominence in Latin America with her major-label debut , Pies Descalzos -LRB- 1996 -RRB- , and her fourth album , Dónde Están los Ladrones ?"", 'Pies Descalzos -LRB- Bare Feet -RRB- is the third studio album and major-label debut by Colombian singer and songwriter Shakira , released on 6 October 1995 , by Sony Music and Columbia Records .', 'Shakira entered the English-language market with her fifth album , Laundry Service .', 'Laundry Service -LRB- Servicio de Lavandería -RRB- is the fifth studio album by Colombian singer and songwriter Shakira , globally released on 13 November 2001 by Epic Records .', ""Shakira 's eighth and ninth albums , She Wolf -LRB- 2009 -RRB- and Sale el Sol -LRB- 2010 -RRB- , received critical praise ."", 'She Wolf -LRB- Loba -RRB- is the eighth studio album by Colombian singer-songwriter Shakira .', ""Her tenth album , Shakira -LRB- 2014 -RRB- , is preceded by its lead single , `` Ca n't Remember to Forget You '' ."", 'Shakira is the tenth studio album by Colombian singer and songwriter Shakira , released on 21 March 2014 by RCA Records .', 'She has a star on the Hollywood Walk of Fame , and has sold between 70 and 125 million records worldwide -LRB- depending on the source -RRB- , making her the best selling South American singer and one of the best selling Latin artists of all time .']"
79334,NOT VERIFIABLE,NOT ENOUGH INFO,Peru has gone through many peaceful times.,[]
164855,VERIFIABLE,REFUTES,L.A. Guns continued without Stacey Blades.,"['L.A. Guns continued without Guns , bringing in guitarist Stacey Blades , however , following his decision to put Brides of Destruction on hiatus in 2006 , Guns formed The Tracii Guns Band .']"
223317,VERIFIABLE,SUPPORTS,Long Road Out of Eden had What Do I Do With My Heart on it.,"[""The album produced five straight hits on the Hot Adult Contemporary Tracks charts with `` How Long '' , `` Busy Being Fabulous '' , `` No More Cloudy Days '' , `` What Do I Do With My Heart '' , and `` I Do n't Want to Hear Anymore '' .""]"
215358,VERIFIABLE,SUPPORTS,The Host stars an actor who's birthday is on March 20.,"['Written and directed by Andrew Niccol , the film stars Saoirse Ronan , Max Irons , Jake Abel , William Hurt , and Diane Kruger .', 'William McChord Hurt -LRB- born March 20 , 1950 -RRB- is an American actor .']"
51094,VERIFIABLE,SUPPORTS,Lisbon is the largest city in Portugal.,"['Lisbon -LRB- -LSB- ˈlɪzbən -RSB- Lisboa , -LSB- liʒˈβoɐ -RSB- -RRB- is the capital and the largest city of Portugal , with a population of 552,700 within its administrative limits in an area of 100.05 km ² .']"
127768,VERIFIABLE,SUPPORTS,There is an actress name Jennifer Grey.,"['Jennifer Grey -LRB- born March 26 , 1960 -RRB- is an American actress .']"
111308,VERIFIABLE,SUPPORTS,Rogue is a graphic novel character.,"['Rogue is a fictional superhero appearing in American comic books published by Marvel Comics , commonly in association with the X-Men .', 'The character debuted in Avengers Annual # 10 -LRB- November 1981 -RRB- as a villain , but then soon after she joined the X-Men .', 'The Avengers is the name of several comic book titles featuring the team the Avengers and published by Marvel Comics , beginning with the original The Avengers comic book series which debuted in 1963 .', 'The X-Men are a fictional team of superheroes appearing in American comic books published by Marvel Comics .']"
772,VERIFIABLE,SUPPORTS,Henry VIII made radical changes to the English constitution.,"['Domestically , Henry is known for his radical changes to the English Constitution , ushering in the theory of the divine right of kings to England .']"
55869,NOT VERIFIABLE,NOT ENOUGH INFO,Kalpana Raghavendar is Assamese.,[]
125386,NOT VERIFIABLE,NOT ENOUGH INFO,William Shatner was on the red carpet.,[]
21083,VERIFIABLE,SUPPORTS,George H. W. Bush has been active in various humanitarian activities.,"['His presidential library was dedicated in 1997 , and he has been active -- often alongside Bill Clinton -- in various humanitarian activities .']"
